#name: S.cerevisiae - Whole organism, SC (PeptideAtlas,March,2013)
#score: 22.02
#weight: 90%
#description: abundance based on Spectral counting, from<a href="http://www.peptideatlas.org/builds/" target="_blank">PeptideAtlas,March,2013</a><br/><b>Interaction consistency score</b>: 22.02&nbsp<b>Coverage</b>: 72
#organ: WHOLE_ORGANISM
#integrated: false
#coverage: 72
#publication_year: 2013
#filename: 4932-PA_201303.txt
#
#internal_id	string_external_id	abundance	raw_spectral_count
630815	4932.YFL064C	0.707	21
629456	4932.YCR009C	290	672
630547	4932.YER036C	322	2087
633757	4932.YMR200W	15.5	38
629464	4932.YCR017C	6.49	62
633719	4932.YMR169C	48.0	509
634727	4932.YOR195W	6.18	50
635309	4932.YPR070W	16.5	101
632988	4932.YLR118C	56.5	160
630513	4932.YER006W	173	1112
632953	4932.YLR084C	2.15	21
630537	4932.YER026C	5.79	27
633758	4932.YMR201C	8.8	26
629929	4932.YDR098C-A	45.0	7569
633647	4932.YMR105C	284	1900
635290	4932.YPR051W	3.19	7
632938	4932.YLR069C	19.1	129
633430	4932.YML042W	22.9	175
632158	4932.YJL110C	0.663	5
633811	4932.YMR251W-A	6.27	8
633589	4932.YMR050C	12.4	9326
629898	4932.YDR069C	0.564	7
628997	4932.YBL072C	1666	6002
631009	4932.YGL119W	1.56	6
635311	4932.YPR072W	25.2	153
632905	4932.YLR036C	0.354	1
630469	4932.YEL046C	622	3191
628976	4932.YBL055C	9.95	49
635273	4932.YPR035W	1012	2792
634717	4932.YOR188W	1.86	30
634225	4932.YNL314W	6.25	8
632814	4932.YLL018C	911	4827
629690	4932.YDL123W	3.45	8
630070	4932.YDR227W	1.84	21
631591	4932.YHR043C	12.1	74
633392	4932.YML008C	734	3267
633023	4932.YLR150W	1980	5095
633575	4932.YMR037C	26.7	87
630009	4932.YDR174W	311	688
634071	4932.YNL163C	9.13	129
633825	4932.YMR265C	0.263	2
633465	4932.YML073C	1950	3963
631028	4932.YGL137W	220	2351
634680	4932.YOR155C	9.51	45
634144	4932.YNL236W	17.6	216
631710	4932.YHR143W-A	376	241
634737	4932.YOR205C	0.153	1
629090	4932.YBR044C	0.699	6
634819	4932.YOR287C	0.658	1
632388	4932.YJR105W	1282	5959
635281	4932.YPR042C	1.41	10
630244	4932.YDR383C	12.9	31
629636	4932.YDL072C	70.0	216
630703	4932.YER159C	44.5	81
629566	4932.YDL005C	37.3	126
631105	4932.YGL212W	5.44	15
631675	4932.YHR113W	38.1	219
631513	4932.YHL029C	0.59	5
631939	4932.YIL121W	3.03	32
630564	4932.YER048W-A	43.9	29
634224	4932.YNL313C	13.6	179
635436	4932.YPR182W	13.3	28
629895	4932.YDR066C	0.162	1
630091	4932.YDR247W	3.86	20
629042	4932.YBL112C	0.531	7
629859	4932.YDR034C	2.36	17
630943	4932.YGL054C	104	115
633954	4932.YNL055C	2127	6964
630913	4932.YGL025C	28.2	63
634138	4932.YNL230C	18.1	80
632889	4932.YLR021W	3.63	12
630406	4932.YDR538W	0.738	3
632927	4932.YLR058C	934	5142
633689	4932.YMR142C	2779	4726
631368	4932.YGR191W	2.84	17
633005	4932.YLR134W	795	13920
633968	4932.YNL068C	6.99	71
630369	4932.YDR506C	0.108	1
630926	4932.YGL038C	14.5	80
632943	4932.YLR074C	86.8	139
634933	4932.YOR390W	0.119	1
632670	4932.YKL207W	10.6	28
633312	4932.YLR405W	0.589	3
635173	4932.YPL225W	235	585
629606	4932.YDL043C	15.7	36
631653	4932.YHR091C	2.39	64
629574	4932.YDL012C	73.3	22
635197	4932.YPL249C	11.3	120
629473	4932.YCR023C	1.21	7
635392	4932.YPR148C	80.1	336
630437	4932.YEL019C	1.86	4
629061	4932.YBR015C	72.5	577
630542	4932.YER031C	144	481
633605	4932.YMR065W	0.202	1
633198	4932.YLR299W	4.85	46
631078	4932.YGL187C	277	494
630198	4932.YDR345C	223	1288
630064	4932.YDR221W	6.84	38
628956	4932.YBL037W	5.14	53
632628	4932.YKL165C	12.3	159
633341	4932.YLR430W	7.66	196
629485	4932.YCR033W	4.49	60
630330	4932.YDR466W	1.82	18
632114	4932.YJL068C	61.7	213
629620	4932.YDL056W	8.86	81
632165	4932.YJL117W	58.1	240
633952	4932.YNL054W	2.2	20
629245	4932.YBR183W	0.963	3
631011	4932.YGL121C	42.0	46
629989	4932.YDR156W	231	181
633675	4932.YMR130W	6.01	30
635399	4932.YPR155C	2.3	20
633489	4932.YML095C	17.9	59
634640	4932.YOR117W	177	940
633065	4932.YLR176C	0.31	3
633947	4932.YNL049C	7.07	98
631088	4932.YGL195W	111	4101
631255	4932.YGR090W	49.0	713
632636	4932.YKL172W	65.9	274
629173	4932.YBR118W	11158	73536
629242	4932.YBR181C	2442	8396
633852	4932.YMR290C	114	634
633334	4932.YLR423C	0.836	5
629710	4932.YDL141W	11.5	116
630044	4932.YDR205W	4.09	30
632102	4932.YJL057C	1.13	9
635339	4932.YPR100W	9.54	10
630053	4932.YDR210W-B	1.77	924
630617	4932.YER088C	8.43	56
633179	4932.YLR284C	50.3	170
633910	4932.YNL014W	404	8716
630212	4932.YDR358W	17.3	109
630371	4932.YDR508C	15.0	139
635380	4932.YPR137W	33.9	142
630438	4932.YEL020C	4.34	48
635266	4932.YPR028W	173	345
633412	4932.YML025C	5.44	18
632965	4932.YLR096W	5.07	69
632104	4932.YJL059W	0.635	2
632079	4932.YJL035C	0.549	2
632741	4932.YKR052C	6.97	17
629123	4932.YBR073W	7.05	61
633586	4932.YMR047C	25.3	139
633694	4932.YMR147W	1.6	7
630101	4932.YDR257C	2.51	11
629795	4932.YDL222C	24.1	66
633338	4932.YLR427W	13.7	99
632034	4932.YIR032C	0.407	2
629013	4932.YBL088C	0.053	2
635357	4932.YPR117W	0.032	1
631660	4932.YHR098C	27.4	304
631454	4932.YGR274C	12.3	102
632970	4932.YLR100W	71.9	306
629074	4932.YBR028C	1.02	4
634367	4932.YOL030W	126	690
633481	4932.YML088W	0.421	3
632349	4932.YJR066W	3.26	112
632986	4932.YLR116W	2.87	12
630516	4932.YER008C	4.7	79
629717	4932.YDL148C	32.4	120
629693	4932.YDL126C	715	7479
633672	4932.YMR127C	0.362	2
634953	4932.YPL013C	24.0	29
632350	4932.YJR067C	5.85	10
633738	4932.YMR184W	27.6	44
633081	4932.YLR192C	208	482
